"","date","carrier","flight_num","origin","dest","dest_state","sched_dep","dep","sched_arr","arr","cancelled","canc_code","distance","weekday","dep_delay","arr_delay"
"147",2017-10-16,"AA",1009,14771,11298,74,2017-10-16 00:40:00,2017-10-16 00:38:00,2017-10-16 06:02:00,2017-10-16 05:48:00,0,NA,1464,"Monday",-2,-14
"148",2017-12-26,"AA",2386,12266,11298,74,2017-12-26 18:20:00,2017-12-26 18:55:00,2017-12-26 19:39:00,2017-12-26 20:06:00,0,NA,224,"Tuesday",35,27
"149",2017-10-27,"AA",2588,11298,11109,82,2017-10-27 22:05:00,2017-10-27 22:06:00,2017-10-27 22:59:00,2017-10-27 22:58:00,0,NA,592,"Friday",1,-1
"150",2017-10-14,"AA",2745,11057,14027,33,2017-10-14 11:20:00,2017-10-14 11:15:00,2017-10-14 13:05:00,2017-10-14 12:58:00,0,NA,590,"Saturday",-5,-7
"151",2017-12-05,"AA",346,12451,11298,74,2017-12-05 06:00:00,2017-12-05 05:56:00,2017-12-05 07:50:00,2017-12-05 07:37:00,0,NA,918,"Tuesday",-4,-13
"152",2017-10-30,"WN",562,14730,13232,41,2017-10-30 09:05:00,2017-10-30 08:59:00,2017-10-30 09:15:00,2017-10-30 09:06:00,0,NA,271,"Monday",-6,-9
"153",2017-12-11,"NK",362,12266,10397,34,2017-12-11 21:45:00,2017-12-11 21:42:00,2017-12-11 00:41:00,2017-12-11 00:23:00,0,NA,689,"Monday",-3,-18
"154",2017-11-05,"AA",2698,11298,13891,91,2017-11-05 18:44:00,2017-11-05 18:46:00,2017-11-05 20:04:00,2017-11-05 20:17:00,0,NA,1188,"Sunday",2,13
"155",2017-12-01,"AA",452,14107,14771,91,2017-12-01 21:40:00,2017-12-01 21:35:00,2017-12-01 22:54:00,2017-12-01 22:48:00,0,NA,651,"Friday",-5,-6
"156",2017-12-11,"UA",2037,11618,12266,74,2017-12-11 06:00:00,2017-12-11 05:57:00,2017-12-11 08:56:00,2017-12-11 08:41:00,0,NA,1400,"Monday",-3,-15
"157",2017-10-17,"AA",188,11298,11503,82,2017-10-17 10:35:00,2017-10-17 10:26:00,2017-10-17 11:51:00,2017-10-17 11:29:00,0,NA,721,"Tuesday",-9,-22
"158",2017-10-03,"UA",473,10821,13930,41,2017-10-03 17:46:00,2017-10-03 17:36:00,2017-10-03 19:00:00,2017-10-03 18:15:00,0,NA,622,"Tuesday",-10,-45
"159",2017-10-13,"WN",668,15016,11618,21,2017-10-13 08:20:00,2017-10-13 08:14:00,2017-10-13 11:40:00,2017-10-13 11:28:00,0,NA,872,"Friday",-6,-12
"160",2017-12-02,"OO",5471,14457,13930,41,2017-12-02 13:20:00,2017-12-02 13:11:00,2017-12-02 16:34:00,2017-12-02 16:08:00,0,NA,779,"Saturday",-9,-26
"161",2017-12-26,"B6",365,14893,12954,91,2017-12-26 18:51:00,2017-12-26 18:50:00,2017-12-26 20:11:00,2017-12-26 20:07:00,0,NA,387,"Tuesday",-1,-4
"162",2017-11-19,"DL",2869,11433,13204,33,2017-11-19 15:00:00,2017-11-19 15:04:00,2017-11-19 17:40:00,2017-11-19 17:33:00,0,NA,957,"Sunday",4,-7
"163",2017-11-25,"B6",265,14893,12954,91,2017-11-25 10:13:00,2017-11-25 10:05:00,2017-11-25 11:32:00,2017-11-25 11:22:00,0,NA,387,"Saturday",-8,-10
"164",2017-10-18,"UA",1911,12892,14679,91,2017-10-18 22:57:00,2017-10-18 22:44:00,2017-10-18 23:56:00,2017-10-18 23:32:00,0,NA,109,"Wednesday",-13,-24
"165",2017-11-18,"AA",1900,13487,14100,23,2017-11-18 08:30:00,2017-11-18 08:27:00,2017-11-18 12:14:00,2017-11-18 11:52:00,0,NA,980,"Saturday",-3,-22
"166",2017-10-17,"WN",4734,12889,13342,45,2017-10-17 16:55:00,2017-10-17 17:09:00,2017-10-17 22:20:00,2017-10-17 22:30:00,0,NA,1524,"Tuesday",14,10
"167",2017-11-10,"UA",2044,14771,11618,21,2017-11-10 15:15:00,2017-11-10 15:07:00,2017-11-10 23:27:00,2017-11-10 23:39:00,0,NA,2565,"Friday",-8,12
"168",2017-10-29,"DL",2494,11433,14635,33,2017-10-29 08:32:00,2017-10-29 08:28:00,2017-10-29 11:24:00,2017-10-29 11:21:00,0,NA,1084,"Sunday",-4,-3
"169",2017-10-11,"AA",2181,11298,14679,91,2017-10-11 08:50:00,2017-10-11 08:45:00,2017-10-11 09:52:00,2017-10-11 09:45:00,0,NA,1171,"Wednesday",-5,-7
"170",2017-10-17,"AS",815,14747,12982,2,2017-10-17 17:45:00,2017-10-17 17:37:00,2017-10-17 21:00:00,2017-10-17 20:12:00,0,NA,2701,"Tuesday",-8,-48
"171",2017-12-06,"EV",4002,10599,12266,74,2017-12-06 06:50:00,2017-12-06 06:39:00,2017-12-06 09:00:00,2017-12-06 09:20:00,0,NA,562,"Wednesday",-11,20
"172",2017-11-07,"OO",3038,13930,10874,44,2017-11-07 12:12:00,2017-11-07 12:08:00,2017-11-07 14:42:00,2017-11-07 14:23:00,0,NA,343,"Tuesday",-4,-19
"173",2017-11-07,"EV",4225,11042,12953,22,2017-11-07 06:14:00,2017-11-07 06:08:00,2017-11-07 08:00:00,2017-11-07 07:39:00,0,NA,419,"Tuesday",-6,-21
"174",2017-11-13,"F9",985,14307,14635,33,2017-11-13 07:30:00,2017-11-13 07:31:00,2017-11-13 10:50:00,2017-11-13 11:04:00,0,NA,1200,"Monday",1,14
"175",2017-11-08,"DL",2591,14869,13871,65,2017-11-08 20:25:00,2017-11-08 20:17:00,2017-11-08 23:49:00,2017-11-08 23:12:00,0,NA,840,"Wednesday",-8,-37
"176",2017-10-13,"B6",494,11292,10721,13,2017-10-13 10:12:00,2017-10-13 10:11:00,2017-10-13 16:06:00,2017-10-13 16:04:00,0,NA,1754,"Friday",-1,-2
"177",2017-12-15,"DL",1930,11433,14027,33,2017-12-15 08:26:00,2017-12-15 08:28:00,2017-12-15 11:35:00,2017-12-15 11:36:00,0,NA,1086,"Friday",2,1
"178",2017-11-24,"WN",6728,13204,12391,22,2017-11-24 15:15:00,2017-11-24 15:09:00,2017-11-24 17:40:00,2017-11-24 17:34:00,0,NA,971,"Friday",-6,-6
"179",2017-12-12,"WN",552,14679,14893,91,2017-12-12 19:10:00,2017-12-12 19:06:00,2017-12-12 20:45:00,2017-12-12 20:31:00,0,NA,480,"Tuesday",-4,-14
"180",2017-12-10,"WN",676,12992,11259,74,2017-12-10 12:20:00,2017-12-10 12:15:00,2017-12-10 13:30:00,2017-12-10 13:09:00,0,NA,296,"Sunday",-5,-21
"181",2017-12-24,"UA",1227,12892,12982,2,2017-12-24 16:00:00,2017-12-24 16:00:00,2017-12-24 20:19:00,2017-12-24 20:07:00,0,NA,2615,"Sunday",0,-12
"182",2017-12-19,"NK",207,11298,12889,85,2017-12-19 17:35:00,2017-12-19 17:33:00,2017-12-19 18:33:00,2017-12-19 18:32:00,0,NA,1055,"Tuesday",-2,-1
"183",2017-10-29,"DL",2373,10397,13303,33,2017-10-29 13:14:00,2017-10-29 13:09:00,2017-10-29 15:05:00,2017-10-29 14:57:00,0,NA,594,"Sunday",-5,-8
"184",2017-10-24,"WN",4227,14908,12889,85,2017-10-24 15:30:00,2017-10-24 15:29:00,2017-10-24 16:35:00,2017-10-24 16:38:00,0,NA,226,"Tuesday",-1,3
"185",2017-12-07,"AA",782,14027,14100,23,2017-12-07 07:30:00,2017-12-07 07:38:00,2017-12-07 10:07:00,2017-12-07 09:59:00,0,NA,951,"Thursday",8,-8
"186",2017-12-08,"DL",1929,10397,13360,33,2017-12-08 21:12:00,NA,2017-12-08 22:45:00,NA,1,"A",442,"Friday",NA,NA
"187",2017-12-24,"UA",745,11292,14057,92,2017-12-24 18:55:00,2017-12-24 19:16:00,2017-12-24 20:46:00,2017-12-24 21:16:00,0,NA,991,"Sunday",21,30
"188",2017-12-12,"WN",5908,12191,13198,64,2017-12-12 22:15:00,2017-12-12 22:12:00,2017-12-12 00:15:00,2017-12-12 23:59:00,0,NA,666,"Tuesday",-3,1424
"189",2017-10-12,"HA",306,12173,13830,2,2017-10-12 08:18:00,2017-10-12 08:35:00,2017-10-12 08:59:00,2017-10-12 09:16:00,0,NA,100,"Thursday",17,17
"190",2017-10-26,"UA",2062,11618,10721,13,2017-10-26 22:08:00,2017-10-26 23:26:00,2017-10-26 23:20:00,2017-10-26 00:24:00,0,NA,200,"Thursday",78,-1376
"191",2017-10-18,"AA",1247,13930,12889,85,2017-10-18 20:31:00,2017-10-18 20:47:00,2017-10-18 22:21:00,2017-10-18 22:18:00,0,NA,1514,"Wednesday",16,-3
"192",2017-12-11,"AA",1962,11057,10821,35,2017-12-11 14:59:00,2017-12-11 14:59:00,2017-12-11 16:29:00,2017-12-11 16:27:00,0,NA,361,"Monday",0,-2
"193",2017-10-12,"AA",1746,14100,13204,33,2017-10-12 10:35:00,2017-10-12 10:45:00,2017-10-12 13:05:00,2017-10-12 13:12:00,0,NA,861,"Thursday",10,7
"194",2017-10-12,"AA",632,11298,11057,36,2017-10-12 10:20:00,2017-10-12 10:15:00,2017-10-12 13:50:00,2017-10-12 13:41:00,0,NA,936,"Thursday",-5,-9
"195",2017-10-07,"UA",1623,10821,12892,91,2017-10-07 06:00:00,2017-10-07 05:59:00,2017-10-07 08:45:00,2017-10-07 08:58:00,0,NA,2329,"Saturday",-1,13
"196",2017-10-05,"AS",612,14747,12889,85,2017-10-05 08:15:00,2017-10-05 08:07:00,2017-10-05 10:49:00,2017-10-05 10:42:00,0,NA,867,"Thursday",-8,-7
"197",2017-11-18,"WN",2249,13232,13487,63,2017-11-18 22:45:00,2017-11-18 22:53:00,2017-11-18 00:10:00,2017-11-18 00:01:00,0,NA,349,"Saturday",8,-9
"198",2017-10-11,"B6",667,13204,14254,3,2017-10-11 22:00:00,NA,2017-10-11 00:53:00,NA,1,"A",1179,"Wednesday",NA,NA
"199",2017-12-08,"OO",4732,12264,11433,43,2017-12-08 09:26:00,2017-12-08 09:13:00,2017-12-08 11:08:00,2017-12-08 10:51:00,0,NA,383,"Friday",-13,-17
"200",2017-12-07,"AA",2073,14307,14100,23,2017-12-07 15:20:00,2017-12-07 15:13:00,2017-12-07 16:48:00,2017-12-07 16:37:00,0,NA,237,"Thursday",-7,-11
"201",2017-12-21,"AA",2019,10693,11057,36,2017-12-21 12:49:00,2017-12-21 12:43:00,2017-12-21 15:24:00,2017-12-21 14:47:00,0,NA,328,"Thursday",-6,-37
"202",2017-11-16,"UA",1804,12266,11433,43,2017-11-16 14:30:00,2017-11-16 14:29:00,2017-11-16 18:17:00,2017-11-16 18:12:00,0,NA,1075,"Thursday",-1,-5
"203",2017-12-18,"WN",1597,11618,11697,33,2017-12-18 05:25:00,2017-12-18 05:32:00,2017-12-18 08:30:00,2017-12-18 08:17:00,0,NA,1065,"Monday",7,-13
"204",2017-11-10,"WN",104,12889,14107,81,2017-11-10 19:55:00,2017-11-10 19:55:00,2017-11-10 22:00:00,2017-11-10 21:52:00,0,NA,255,"Friday",0,-8
"205",2017-10-15,"WN",5278,14747,15016,64,2017-10-15 09:20:00,2017-10-15 09:16:00,2017-10-15 15:10:00,2017-10-15 14:42:00,0,NA,1709,"Sunday",-4,-28
"206",2017-11-10,"WN",509,11292,10693,54,2017-11-10 20:00:00,2017-11-10 20:16:00,2017-11-10 23:25:00,2017-11-10 23:24:00,0,NA,1014,"Friday",16,-1
"207",2017-12-28,"AA",2485,11298,13244,54,2017-12-28 18:30:00,2017-12-28 18:28:00,2017-12-28 19:54:00,2017-12-28 19:45:00,0,NA,431,"Thursday",-2,-9
"208",2017-11-13,"DL",1839,10431,10397,34,2017-11-13 11:41:00,2017-11-13 11:37:00,2017-11-13 12:49:00,2017-11-13 12:36:00,0,NA,164,"Monday",-4,-13
"209",2017-10-23,"AA",1957,13495,11057,36,2017-10-23 09:15:00,2017-10-23 09:32:00,2017-10-23 12:11:00,2017-10-23 12:20:00,0,NA,651,"Monday",17,9
"210",2017-10-24,"AA",1346,12266,11057,36,2017-10-24 07:00:00,2017-10-24 06:55:00,2017-10-24 10:30:00,2017-10-24 10:34:00,0,NA,912,"Tuesday",-5,4
"211",2017-11-19,"B6",1973,11618,15304,33,2017-11-19 14:59:00,2017-11-19 15:35:00,2017-11-19 17:57:00,2017-11-19 18:48:00,0,NA,997,"Sunday",36,51
"212",2017-11-29,"OO",5607,11292,11540,74,2017-11-29 15:25:00,2017-11-29 15:17:00,2017-11-29 17:23:00,2017-11-29 17:09:00,0,NA,563,"Wednesday",-8,-14
"213",2017-10-31,"WN",1512,14730,10821,35,2017-10-31 12:45:00,2017-10-31 12:39:00,2017-10-31 14:15:00,2017-10-31 14:11:00,0,NA,495,"Tuesday",-6,-4
"214",2017-10-06,"EV",4045,12915,12266,74,2017-10-06 12:50:00,2017-10-06 12:42:00,2017-10-06 13:45:00,2017-10-06 13:37:00,0,NA,127,"Friday",-8,-8
"215",2017-11-10,"UA",831,11423,11292,82,2017-11-10 06:00:00,2017-11-10 05:51:00,2017-11-10 06:59:00,2017-11-10 07:03:00,0,NA,589,"Friday",-9,4
"216",2017-12-17,"EV",4066,10279,12266,74,2017-12-17 16:55:00,2017-12-17 16:53:00,2017-12-17 18:38:00,2017-12-17 18:51:00,0,NA,517,"Sunday",-2,13
"217",2017-11-22,"WN",966,13891,12889,85,2017-11-22 21:15:00,2017-11-22 21:12:00,2017-11-22 22:10:00,2017-11-22 22:01:00,0,NA,197,"Wednesday",-3,-9
"218",2017-11-01,"DL",1651,10627,13487,63,2017-11-01 05:00:00,2017-11-01 05:34:00,2017-11-01 06:20:00,2017-11-01 06:39:00,0,NA,386,"Wednesday",34,19
"219",2017-11-19,"AA",621,10529,14100,23,2017-11-19 08:05:00,2017-11-19 08:05:00,2017-11-19 09:34:00,2017-11-19 09:26:00,0,NA,196,"Sunday",0,-8
"220",2017-12-21,"WN",6067,13495,11259,74,2017-12-21 17:10:00,2017-12-21 17:30:00,2017-12-21 18:40:00,2017-12-21 18:56:00,0,NA,436,"Thursday",20,16
"221",2017-11-14,"AA",478,11298,14107,81,2017-11-14 13:25:00,2017-11-14 13:20:00,2017-11-14 15:01:00,2017-11-14 14:50:00,0,NA,868,"Tuesday",-5,-11
"222",2017-10-16,"DL",115,10397,14869,87,2017-10-16 16:38:00,2017-10-16 16:34:00,2017-10-16 18:45:00,2017-10-16 18:42:00,0,NA,1590,"Monday",-4,-3
"223",2017-11-19,"WN",6102,11292,14747,93,2017-11-19 14:10:00,2017-11-19 14:14:00,2017-11-19 16:10:00,2017-11-19 16:25:00,0,NA,1024,"Sunday",4,15
"224",2017-12-28,"WN",2894,15016,14771,91,2017-12-28 22:55:00,2017-12-28 23:35:00,2017-12-28 01:30:00,2017-12-28 01:56:00,0,NA,1735,"Thursday",40,26
"225",2017-10-29,"AA",415,14107,13244,54,2017-10-29 15:35:00,2017-10-29 15:34:00,2017-10-29 20:35:00,2017-10-29 20:28:00,0,NA,1264,"Sunday",-1,-7
"226",2017-12-15,"WN",244,10821,14679,91,2017-12-15 08:30:00,2017-12-15 08:30:00,2017-12-15 11:30:00,2017-12-15 11:05:00,0,NA,2295,"Friday",0,-25
"227",2017-10-28,"AS",55,10754,11630,1,2017-10-28 11:48:00,2017-10-28 11:55:00,2017-10-28 13:11:00,2017-10-28 13:26:00,0,NA,503,"Saturday",7,15
"228",2017-10-17,"DL",2703,14685,10397,34,2017-10-17 16:00:00,2017-10-17 15:55:00,2017-10-17 17:10:00,2017-10-17 17:01:00,0,NA,214,"Tuesday",-5,-9
"229",2017-10-05,"AA",2284,12892,11298,74,2017-10-05 18:15:00,2017-10-05 18:16:00,2017-10-05 23:17:00,2017-10-05 23:16:00,0,NA,1235,"Thursday",1,-1
"230",2017-10-23,"WN",32,12191,11259,74,2017-10-23 14:00:00,2017-10-23 13:58:00,2017-10-23 15:00:00,2017-10-23 14:58:00,0,NA,239,"Monday",-2,-2
"231",2017-11-01,"AA",1918,11057,10994,37,2017-11-01 22:25:00,2017-11-01 22:15:00,2017-11-01 23:28:00,2017-11-01 23:11:00,0,NA,168,"Wednesday",-10,-17
"232",2017-10-15,"B6",1600,10721,11278,38,2017-10-15 06:00:00,2017-10-15 05:53:00,2017-10-15 07:37:00,2017-10-15 07:19:00,0,NA,399,"Sunday",-7,-18
"233",2017-10-28,"WN",6458,15304,12339,42,2017-10-28 08:00:00,2017-10-28 07:55:00,2017-10-28 10:15:00,2017-10-28 09:56:00,0,NA,837,"Saturday",-5,-19
"234",2017-10-02,"AA",2298,14771,11298,74,2017-10-02 08:00:00,2017-10-02 07:56:00,2017-10-02 13:32:00,2017-10-02 13:23:00,0,NA,1464,"Monday",-4,-9
"235",2017-12-31,"F9",463,13487,11292,82,2017-12-31 19:32:00,2017-12-31 19:45:00,2017-12-31 20:50:00,2017-12-31 20:52:00,0,NA,680,"Sunday",13,2
"236",2017-12-13,"OO",5848,10693,13930,41,2017-12-13 16:35:00,2017-12-13 16:28:00,2017-12-13 18:22:00,2017-12-13 18:43:00,0,NA,409,"Wednesday",-7,21
"237",2017-10-08,"UA",776,13930,13204,33,2017-10-08 11:05:00,2017-10-08 11:01:00,2017-10-08 14:41:00,2017-10-08 14:34:00,0,NA,1005,"Sunday",-4,-7
"238",2017-12-19,"UA",582,13930,10849,84,2017-12-19 19:52:00,2017-12-19 19:52:00,2017-12-19 22:21:00,2017-12-19 22:15:00,0,NA,1185,"Tuesday",0,-6
"239",2017-11-20,"OO",5967,14869,14771,91,2017-11-20 11:38:00,2017-11-20 11:32:00,2017-11-20 12:59:00,2017-11-20 12:53:00,0,NA,599,"Monday",-6,-6
"240",2017-11-08,"WN",5930,14908,13796,91,2017-11-08 18:40:00,2017-11-08 18:47:00,2017-11-08 20:05:00,2017-11-08 20:15:00,0,NA,371,"Wednesday",7,10
"241",2017-10-06,"OO",4468,12156,14869,87,2017-10-06 17:55:00,2017-10-06 17:50:00,2017-10-06 19:22:00,2017-10-06 19:09:00,0,NA,402,"Friday",-5,-13
"242",2017-11-21,"UA",108,11618,15304,33,2017-11-21 09:54:00,2017-11-21 09:50:00,2017-11-21 12:58:00,2017-11-21 13:12:00,0,NA,997,"Tuesday",-4,14
"243",2017-10-07,"AA",1993,11057,12892,91,2017-10-07 07:40:00,2017-10-07 07:36:00,2017-10-07 10:12:00,2017-10-07 10:03:00,0,NA,2125,"Saturday",-4,-9
"244",2017-10-19,"WN",1176,12889,14107,81,2017-10-19 06:30:00,2017-10-19 06:29:00,2017-10-19 07:40:00,2017-10-19 07:41:00,0,NA,255,"Thursday",-1,1
"245",2017-11-19,"DL",1469,13487,12173,2,2017-11-19 11:30:00,2017-11-19 11:27:00,2017-11-19 16:29:00,2017-11-19 16:43:00,0,NA,3972,"Sunday",-3,14
"246",2017-11-13,"AA",2548,10721,14107,81,2017-11-13 09:30:00,2017-11-13 09:28:00,2017-11-13 13:42:00,2017-11-13 13:26:00,0,NA,2300,"Monday",-2,-16
"247",2017-10-15,"EV",4354,12266,10693,54,2017-10-15 15:35:00,2017-10-15 16:05:00,2017-10-15 17:37:00,2017-10-15 17:52:00,0,NA,657,"Sunday",30,15
"248",2017-10-14,"UA",457,11292,13930,41,2017-10-14 14:00:00,2017-10-14 15:42:00,2017-10-14 17:30:00,2017-10-14 19:14:00,0,NA,888,"Saturday",102,104
"249",2017-11-15,"WN",1943,10821,13931,38,2017-11-15 10:50:00,2017-11-15 10:55:00,2017-11-15 11:45:00,2017-11-15 11:42:00,0,NA,159,"Wednesday",5,-3
"250",2017-12-26,"NK",814,14635,10529,11,2017-12-26 20:20:00,2017-12-26 20:30:00,2017-12-26 23:14:00,2017-12-26 23:11:00,0,NA,1180,"Tuesday",10,-3
"251",2017-10-31,"OO",5879,13244,11292,82,2017-10-31 08:30:00,2017-10-31 08:21:00,2017-10-31 10:16:00,2017-10-31 10:13:00,0,NA,872,"Tuesday",-9,-3
"252",2017-10-17,"AA",1205,14908,13930,41,2017-10-17 08:05:00,2017-10-17 08:02:00,2017-10-17 14:08:00,2017-10-17 13:57:00,0,NA,1726,"Tuesday",-3,-11
"253",2017-10-25,"DL",1665,11986,11433,43,2017-10-25 13:48:00,2017-10-25 13:44:00,2017-10-25 14:44:00,2017-10-25 14:53:00,0,NA,120,"Wednesday",-4,9
"254",2017-11-18,"WN",2615,10821,14307,15,2017-11-18 10:45:00,2017-11-18 10:47:00,2017-11-18 12:00:00,2017-11-18 11:49:00,0,NA,327,"Saturday",2,-11
"255",2017-10-02,"WN",455,12896,11259,74,2017-10-02 14:05:00,2017-10-02 14:07:00,2017-10-02 15:15:00,2017-10-02 15:12:00,0,NA,293,"Monday",2,-3
"256",2017-12-13,"WN",6237,11618,10423,74,2017-12-13 14:40:00,2017-12-13 21:43:00,2017-12-13 18:00:00,2017-12-13 00:54:00,0,NA,1504,"Wednesday",423,-1026
"257",2017-10-10,"HA",265,13830,12173,2,2017-10-10 15:27:00,2017-10-10 15:48:00,2017-10-10 16:06:00,2017-10-10 16:23:00,0,NA,100,"Tuesday",21,17
"258",2017-11-18,"VX",1236,12892,13930,41,2017-11-18 17:25:00,2017-11-18 17:12:00,2017-11-18 23:22:00,2017-11-18 23:05:00,0,NA,1745,"Saturday",-13,-17
"259",2017-11-21,"DL",874,11193,13487,63,2017-11-21 17:42:00,2017-11-21 17:41:00,2017-11-21 18:49:00,2017-11-21 18:34:00,0,NA,596,"Tuesday",-1,-15
"260",2017-11-26,"EV",4176,12266,11140,74,2017-11-26 09:45:00,2017-11-26 09:35:00,2017-11-26 10:57:00,2017-11-26 10:27:00,0,NA,201,"Sunday",-10,-30
"261",2017-12-05,"WN",799,11292,12892,91,2017-12-05 09:45:00,2017-12-05 09:46:00,2017-12-05 11:25:00,2017-12-05 10:58:00,0,NA,862,"Tuesday",1,-27
"262",2017-10-12,"OO",3228,13930,15412,54,2017-10-12 08:35:00,2017-10-12 09:13:00,2017-10-12 11:11:00,2017-10-12 11:48:00,0,NA,475,"Thursday",38,37
"263",2017-10-28,"OO",7367,11433,10333,43,2017-10-28 12:00:00,2017-10-28 11:59:00,2017-10-28 13:15:00,2017-10-28 13:00:00,0,NA,198,"Saturday",-1,-15
"264",2017-12-26,"AA",1943,14107,13204,33,2017-12-26 13:20:00,2017-12-26 13:21:00,2017-12-26 19:25:00,2017-12-26 19:23:00,0,NA,1849,"Tuesday",1,-2
"265",2017-11-15,"WN",582,12889,14107,81,2017-11-15 11:30:00,2017-11-15 11:35:00,2017-11-15 13:35:00,2017-11-15 13:45:00,0,NA,255,"Wednesday",5,10
"266",2017-10-13,"WN",1728,14107,14831,91,2017-10-13 11:45:00,2017-10-13 11:44:00,2017-10-13 13:40:00,2017-10-13 13:34:00,0,NA,621,"Friday",-1,-6
"267",2017-12-19,"EV",3963,11618,15096,22,2017-12-19 16:59:00,2017-12-19 17:26:00,2017-12-19 18:20:00,2017-12-19 18:29:00,0,NA,195,"Tuesday",27,9
"268",2017-10-19,"DL",2464,15304,12478,22,2017-10-19 07:00:00,2017-10-19 06:53:00,2017-10-19 09:46:00,2017-10-19 09:23:00,0,NA,1005,"Thursday",-7,-23
"269",2017-12-24,"AA",1038,11298,13495,72,2017-12-24 07:20:00,2017-12-24 07:43:00,2017-12-24 08:46:00,2017-12-24 08:56:00,0,NA,447,"Sunday",23,10
"270",2017-12-21,"DL",1455,13830,12892,91,2017-12-21 22:15:00,2017-12-21 22:18:00,2017-12-21 05:30:00,2017-12-21 05:15:00,0,NA,2486,"Thursday",3,-15
"271",2017-10-13,"NK",267,14100,12892,91,2017-10-13 17:30:00,2017-10-13 17:26:00,2017-10-13 20:36:00,2017-10-13 20:12:00,0,NA,2402,"Friday",-4,-24
"272",2017-12-12,"OO",5476,10561,11292,82,2017-12-12 13:30:00,2017-12-12 13:13:00,2017-12-12 17:00:00,2017-12-12 16:45:00,0,NA,845,"Tuesday",-17,-15
"273",2017-11-11,"UA",259,14771,14747,93,2017-11-11 06:00:00,2017-11-11 05:55:00,2017-11-11 08:13:00,2017-11-11 08:12:00,0,NA,679,"Saturday",-5,-1
"274",2017-10-13,"WN",4816,15016,13198,64,2017-10-13 21:50:00,2017-10-13 21:48:00,2017-10-13 22:50:00,2017-10-13 22:46:00,0,NA,237,"Friday",-2,-4
"275",2017-12-21,"VX",1127,10821,14771,91,2017-12-21 17:45:00,2017-12-21 17:59:00,2017-12-21 20:57:00,2017-12-21 21:33:00,0,NA,2457,"Thursday",14,36
"276",2017-10-31,"WN",1327,15016,14635,33,2017-10-31 15:35:00,2017-10-31 15:35:00,2017-10-31 19:00:00,2017-10-31 18:54:00,0,NA,979,"Tuesday",0,-6
"277",2017-10-29,"WN",4122,13204,13244,54,2017-10-29 17:25:00,2017-10-29 17:28:00,2017-10-29 18:25:00,2017-10-29 18:45:00,0,NA,684,"Sunday",3,20
"278",2017-11-06,"DL",41,12478,12892,91,2017-11-06 16:50:00,2017-11-06 16:49:00,2017-11-06 20:15:00,2017-11-06 20:24:00,0,NA,2475,"Monday",-1,9
"279",2017-11-13,"OO",4828,11433,13184,43,2017-11-13 19:55:00,2017-11-13 19:52:00,2017-11-13 20:51:00,2017-11-13 20:37:00,0,NA,98,"Monday",-3,-14
"280",2017-11-03,"VX",1027,12478,14771,91,2017-11-03 16:35:00,2017-11-03 16:28:00,2017-11-03 20:04:00,2017-11-03 20:23:00,0,NA,2586,"Friday",-7,19
"281",2017-11-12,"OO",5099,11337,13930,41,2017-11-12 06:25:00,2017-11-12 06:16:00,2017-11-12 08:13:00,2017-11-12 07:57:00,0,NA,397,"Sunday",-9,-16
"282",2017-10-05,"UA",727,14057,14771,91,2017-10-05 10:05:00,2017-10-05 10:29:00,2017-10-05 11:58:00,2017-10-05 12:11:00,0,NA,550,"Thursday",24,13
"283",2017-10-17,"OO",5465,14771,14869,87,2017-10-17 16:10:00,2017-10-17 17:45:00,2017-10-17 19:10:00,2017-10-17 20:43:00,0,NA,599,"Tuesday",95,93
"284",2017-12-30,"UA",1779,11292,10140,86,2017-12-30 19:20:00,2017-12-30 19:30:00,2017-12-30 20:36:00,2017-12-30 20:38:00,0,NA,349,"Saturday",10,2
"285",2017-10-30,"AS",892,12173,14679,91,2017-10-30 15:15:00,2017-10-30 14:58:00,2017-10-30 23:52:00,2017-10-30 23:40:00,0,NA,2614,"Monday",-17,-12
"286",2017-10-16,"UA",1126,12266,11292,82,2017-10-16 09:00:00,2017-10-16 08:59:00,2017-10-16 10:28:00,2017-10-16 10:10:00,0,NA,862,"Monday",-1,-18
"287",2017-11-14,"OO",5025,12892,14698,91,2017-11-14 11:20:00,2017-11-14 11:10:00,2017-11-14 12:24:00,2017-11-14 11:55:00,0,NA,156,"Tuesday",-10,-29
"288",2017-10-02,"OO",3114,13930,12278,62,2017-10-02 07:07:00,2017-10-02 08:30:00,2017-10-02 09:07:00,2017-10-02 10:31:00,0,NA,588,"Monday",83,84
"289",2017-10-31,"AA",2551,10693,11298,74,2017-10-31 06:00:00,2017-10-31 05:58:00,2017-10-31 08:02:00,2017-10-31 08:07:00,0,NA,631,"Tuesday",-2,5
"290",2017-10-03,"UA",1559,13930,14492,36,2017-10-03 21:04:00,2017-10-03 21:39:00,2017-10-03 00:05:00,2017-10-03 00:33:00,0,NA,646,"Tuesday",35,28
"291",2017-12-19,"WN",55,14107,11259,74,2017-12-19 16:15:00,2017-12-19 16:56:00,2017-12-19 19:25:00,2017-12-19 20:37:00,0,NA,879,"Tuesday",41,72
"292",2017-12-07,"AA",2281,11423,11298,74,2017-12-07 17:20:00,2017-12-07 17:16:00,2017-12-07 19:32:00,2017-12-07 19:24:00,0,NA,624,"Thursday",-4,-8
