"","date","carrier","flight_num","origin","dest","dest_state","sched_dep","dep","sched_arr","arr","cancelled","canc_code","distance","weekday","dep_delay","arr_delay"
"951",2017-11-01,"WN",1842,14570,14831,91,2017-11-01 10:00:00,2017-11-01 09:58:00,2017-11-01 11:10:00,2017-11-01 10:50:00,0,NA,188,"Wednesday",-2,-20
"952",2017-11-07,"OO",5259,14696,13930,41,2017-11-07 08:20:00,2017-11-07 08:07:00,2017-11-07 08:15:00,2017-11-07 08:16:00,0,NA,84,"Tuesday",-13,1
"953",2017-10-29,"OO",4311,12892,14771,91,2017-10-29 21:00:00,2017-10-29 20:52:00,2017-10-29 22:35:00,2017-10-29 22:10:00,0,NA,337,"Sunday",-8,-25
"954",2017-12-07,"NK",561,12889,12892,91,2017-12-07 13:18:00,2017-12-07 13:07:00,2017-12-07 14:32:00,2017-12-07 14:08:00,0,NA,236,"Thursday",-11,-24
"955",2017-11-05,"B6",2580,11618,10721,13,2017-11-05 17:59:00,NA,2017-11-05 19:17:00,NA,1,"C",200,"Sunday",NA,NA
"956",2017-11-26,"EV",5262,10685,10397,34,2017-11-26 06:00:00,2017-11-26 05:57:00,2017-11-26 08:45:00,2017-11-26 09:12:00,0,NA,533,"Sunday",-3,27
"957",2017-11-26,"DL",1627,13487,10397,34,2017-11-26 10:00:00,2017-11-26 09:56:00,2017-11-26 13:28:00,2017-11-26 13:06:00,0,NA,907,"Sunday",-4,-22
"958",2017-12-13,"DL",1440,13198,11433,43,2017-12-13 13:59:00,2017-12-13 14:46:00,2017-12-13 16:58:00,2017-12-13 17:55:00,0,NA,629,"Wednesday",47,57
"959",2017-11-29,"DL",1662,10397,11996,37,2017-11-29 13:02:00,2017-11-29 12:58:00,2017-11-29 13:59:00,2017-11-29 13:43:00,0,NA,153,"Wednesday",-4,-16
"960",2017-12-01,"AA",735,14100,12889,85,2017-12-01 16:00:00,2017-12-01 15:56:00,2017-12-01 18:38:00,2017-12-01 18:25:00,0,NA,2176,"Friday",-4,-13
"961",2017-11-07,"WN",2005,14893,14057,92,2017-11-07 14:05:00,2017-11-07 14:31:00,2017-11-07 15:35:00,2017-11-07 15:52:00,0,NA,479,"Tuesday",26,17
"962",2017-11-30,"EV",4033,11278,11618,21,2017-11-30 16:55:00,2017-11-30 17:06:00,2017-11-30 18:19:00,2017-11-30 18:11:00,0,NA,199,"Thursday",11,-8
"963",2017-10-03,"AA",126,11298,12953,22,2017-10-03 17:35:00,2017-10-03 17:38:00,2017-10-03 22:01:00,2017-10-03 22:36:00,0,NA,1389,"Tuesday",3,35
"964",2017-12-14,"F9",1658,13204,14843,3,2017-12-14 20:13:00,2017-12-14 20:17:00,2017-12-14 00:04:00,2017-12-14 23:54:00,0,NA,1189,"Thursday",4,1430
"965",2017-10-07,"WN",2929,13204,10257,22,2017-10-07 12:50:00,2017-10-07 12:49:00,2017-10-07 15:30:00,2017-10-07 15:26:00,0,NA,1073,"Saturday",-1,-4
"966",2017-12-22,"DL",228,11292,11193,52,2017-12-22 13:00:00,2017-12-22 13:41:00,2017-12-22 17:36:00,2017-12-22 18:12:00,0,NA,1069,"Friday",41,36
"967",2017-10-07,"AA",2347,11278,13303,33,2017-10-07 10:20:00,2017-10-07 10:15:00,2017-10-07 13:05:00,2017-10-07 12:36:00,0,NA,919,"Saturday",-5,-29
"968",2017-10-18,"OO",5650,12266,12992,71,2017-10-18 11:25:00,2017-10-18 11:22:00,2017-10-18 12:51:00,2017-10-18 12:44:00,0,NA,374,"Wednesday",-3,-7
"969",2017-12-11,"WN",196,11259,11278,38,2017-12-11 09:35:00,2017-12-11 09:26:00,2017-12-11 13:15:00,2017-12-11 12:58:00,0,NA,1184,"Monday",-9,-17
"970",2017-10-19,"UA",1666,11618,10721,13,2017-10-19 15:12:00,2017-10-19 15:11:00,2017-10-19 16:28:00,2017-10-19 16:26:00,0,NA,200,"Thursday",-1,-2
"971",2017-11-06,"AA",1686,14100,14635,33,2017-11-06 08:15:00,2017-11-06 08:10:00,2017-11-06 11:17:00,2017-11-06 10:58:00,0,NA,993,"Monday",-5,-19
"972",2017-11-10,"AS",301,14771,14747,93,2017-11-10 18:30:00,2017-11-10 18:34:00,2017-11-10 20:38:00,2017-11-10 20:38:00,0,NA,679,"Friday",4,0
"973",2017-11-25,"OO",5165,13891,14771,91,2017-11-25 21:45:00,2017-11-25 21:44:00,2017-11-25 23:15:00,2017-11-25 23:22:00,0,NA,363,"Saturday",-1,7
"974",2017-11-22,"OO",4683,13487,11337,63,2017-11-22 12:50:00,2017-11-22 12:46:00,2017-11-22 13:47:00,2017-11-22 13:31:00,0,NA,144,"Wednesday",-4,-16
"975",2017-10-06,"WN",431,14869,12889,85,2017-10-06 12:05:00,2017-10-06 12:08:00,2017-10-06 12:25:00,2017-10-06 12:32:00,0,NA,368,"Friday",3,7
"976",2017-10-17,"UA",258,14771,10423,74,2017-10-17 08:50:00,2017-10-17 08:45:00,2017-10-17 14:25:00,2017-10-17 14:14:00,0,NA,1504,"Tuesday",-5,-11
"977",2017-10-27,"DL",1299,11298,12892,91,2017-10-27 15:46:00,2017-10-27 15:51:00,2017-10-27 17:01:00,2017-10-27 17:00:00,0,NA,1235,"Friday",5,-1
"978",2017-11-03,"DL",1466,14869,14747,93,2017-11-03 20:40:00,2017-11-03 20:42:00,2017-11-03 22:00:00,2017-11-03 21:45:00,0,NA,689,"Friday",2,-15
"979",2017-12-05,"WN",105,12892,12889,85,2017-12-05 08:10:00,2017-12-05 08:09:00,2017-12-05 09:10:00,2017-12-05 09:09:00,0,NA,236,"Tuesday",-1,-1
"980",2017-10-12,"WN",1725,10821,12191,74,2017-10-12 14:05:00,2017-10-12 14:02:00,2017-10-12 16:25:00,2017-10-12 16:09:00,0,NA,1246,"Thursday",-3,-16
"981",2017-11-08,"HA",173,12173,12982,2,2017-11-08 09:38:00,2017-11-08 09:34:00,2017-11-08 10:19:00,2017-11-08 10:17:00,0,NA,102,"Wednesday",-4,-2
"982",2017-10-03,"DL",867,14869,14831,91,2017-10-03 11:14:00,2017-10-03 11:09:00,2017-10-03 12:20:00,2017-10-03 12:06:00,0,NA,584,"Tuesday",-5,-14
"983",2017-11-11,"UA",1742,13930,14771,91,2017-11-11 19:20:00,2017-11-11 19:16:00,2017-11-11 22:17:00,2017-11-11 21:51:00,0,NA,1846,"Saturday",-4,-26
"984",2017-12-12,"WN",573,13342,10397,34,2017-12-12 16:25:00,2017-12-12 16:20:00,2017-12-12 19:25:00,2017-12-12 19:03:00,0,NA,669,"Tuesday",-5,-22
"985",2017-11-12,"UA",400,14771,12264,38,2017-11-12 09:02:00,2017-11-12 09:00:00,2017-11-12 17:10:00,2017-11-12 16:36:00,0,NA,2419,"Sunday",-2,-34
"986",2017-10-22,"AA",1422,11618,14107,81,2017-10-22 13:30:00,2017-10-22 13:29:00,2017-10-22 15:43:00,2017-10-22 15:39:00,0,NA,2133,"Sunday",-1,-4
"987",2017-12-21,"DL",1241,10397,14100,23,2017-12-21 13:20:00,2017-12-21 13:17:00,2017-12-21 15:20:00,2017-12-21 15:06:00,0,NA,666,"Thursday",-3,-14
"988",2017-10-12,"WN",1729,12889,14679,91,2017-10-12 08:10:00,2017-10-12 08:17:00,2017-10-12 09:15:00,2017-10-12 09:14:00,0,NA,258,"Thursday",7,-1
"989",2017-10-25,"DL",909,14869,11298,74,2017-10-25 08:25:00,2017-10-25 09:00:00,2017-10-25 12:02:00,2017-10-25 12:25:00,0,NA,989,"Wednesday",35,23
"990",2017-12-20,"AA",866,12889,11057,36,2017-12-20 12:15:00,2017-12-20 12:13:00,2017-12-20 19:27:00,2017-12-20 19:18:00,0,NA,1916,"Wednesday",-2,-9
"991",2017-12-08,"UA",372,12173,14771,91,2017-12-08 07:55:00,2017-12-08 07:52:00,2017-12-08 14:51:00,2017-12-08 14:44:00,0,NA,2398,"Friday",-3,-7
"992",2017-10-09,"UA",1847,13930,14771,91,2017-10-09 15:25:00,2017-10-09 15:21:00,2017-10-09 18:05:00,2017-10-09 17:37:00,0,NA,1846,"Monday",-4,-28
"993",2017-12-14,"B6",1091,11697,10732,3,2017-12-14 23:48:00,2017-12-14 23:43:00,2017-12-14 03:13:00,2017-12-14 03:06:00,0,NA,982,"Thursday",-5,-7
"994",2017-12-18,"OO",5676,14698,11292,82,2017-12-18 05:35:00,2017-12-18 05:29:00,2017-12-18 09:06:00,2017-12-18 09:16:00,0,NA,931,"Monday",-6,10
"995",2017-10-11,"AA",1709,14831,11298,74,2017-10-11 10:15:00,2017-10-11 10:11:00,2017-10-11 15:43:00,2017-10-11 15:28:00,0,NA,1438,"Wednesday",-4,-15
"996",2017-10-13,"EV",4436,11278,11618,21,2017-10-13 14:50:00,2017-10-13 15:36:00,2017-10-13 16:11:00,2017-10-13 17:05:00,0,NA,199,"Friday",46,54
"997",2017-11-19,"AA",1311,12953,13303,33,2017-11-19 12:30:00,2017-11-19 13:02:00,2017-11-19 15:46:00,2017-11-19 16:51:00,0,NA,1096,"Sunday",32,65
"998",2017-10-06,"WN",1831,14057,14831,91,2017-10-06 10:10:00,2017-10-06 10:10:00,2017-10-06 12:00:00,2017-10-06 11:40:00,0,NA,569,"Friday",0,-20
"999",2017-11-14,"B6",682,14524,10721,13,2017-11-14 21:50:00,2017-11-14 21:25:00,2017-11-14 23:17:00,2017-11-14 23:20:00,0,NA,474,"Tuesday",-25,3
"1000",2017-10-01,"DL",853,11637,13487,63,2017-10-01 17:25:00,2017-10-01 17:13:00,2017-10-01 18:36:00,2017-10-01 18:14:00,0,NA,223,"Sunday",-12,-22
